DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),Chg. Spec. Cap.(mAh/g),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Energy(mWh),Spec. Energy(mWh/g),Chg. Energy(mWh),Chg. Spec. Energy(mWh/g),DChg. Energy(mWh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch
540,1,1,Rest,04:29:30,04:29:30,0.0000,2.1366,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:11:25,0.0000000,0.0000,0.0000,0,Close
541,1,1,Rest,04:30:00,04:30:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:11:55,0.0000000,0.0000,0.0000,0,Close
542,1,1,Rest,04:30:30,04:30:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:12:25,0.0000000,0.0000,0.0000,0,Close
543,1,1,Rest,04:31:00,04:31:00,0.0000,2.1366,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:12:55,0.0000000,0.0000,0.0000,0,Close
544,1,1,Rest,04:31:30,04:31:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:13:25,0.0000000,0.0000,0.0000,0,Close
545,1,1,Rest,04:32:00,04:32:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:13:55,0.0000000,0.0000,0.0000,0,Close
546,1,1,Rest,04:32:30,04:32:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:14:25,0.0000000,0.0000,0.0000,0,Close
547,1,1,Rest,04:33:00,04:33:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:14:55,0.0000000,0.0000,0.0000,0,Close
548,1,1,Rest,04:33:30,04:33:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:15:25,0.0000000,0.0000,0.0000,0,Close
549,1,1,Rest,04:34:00,04:34:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:15:55,0.0000000,0.0000,0.0000,0,Close
550,1,1,Rest,04:34:30,04:34:30,0.0000,2.1366,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:16:25,0.0000000,0.0000,0.0000,0,Close
551,1,1,Rest,04:35:00,04:35:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:16:55,0.0000000,0.0000,0.0000,0,Close
552,1,1,Rest,04:35:30,04:35:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:17:25,0.0000000,0.0000,0.0000,0,Close
553,1,1,Rest,04:36:00,04:36:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:17:55,0.0000000,0.0000,0.0000,0,Close
554,1,1,Rest,04:36:30,04:36:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:18:25,0.0000000,0.0000,0.0000,0,Close
555,1,1,Rest,04:37:00,04:37:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:18:55,0.0000000,0.0000,0.0000,0,Close
556,1,1,Rest,04:37:30,04:37:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:19:25,0.0000000,0.0000,0.0000,0,Close
557,1,1,Rest,04:38:00,04:38:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:19:55,0.0000000,0.0000,0.0000,0,Close
558,1,1,Rest,04:38:30,04:38:30,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:20:25,0.0000000,0.0000,0.0000,0,Close
559,1,1,Rest,04:39:00,04:39:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:20:55,0.0000000,0.0000,0.0000,0,Close
560,1,1,Rest,04:39:30,04:39:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:21:25,0.0000000,0.0000,0.0000,0,Close
561,1,1,Rest,04:40:00,04:40:00,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:21:55,0.0000000,0.0000,0.0000,0,Close
562,1,1,Rest,04:40:30,04:40:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:22:25,0.0000000,0.0000,0.0000,0,Close
563,1,1,Rest,04:41:00,04:41:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:22:55,0.0000000,0.0000,0.0000,0,Close
564,1,1,Rest,04:41:30,04:41:30,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:23:25,0.0000000,0.0000,0.0000,0,Close
565,1,1,Rest,04:42:00,04:42:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:23:55,0.0000000,0.0000,0.0000,0,Close
566,1,1,Rest,04:42:30,04:42:30,0.0000,2.1365,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:24:25,0.0000000,0.0000,0.0000,0,Close
567,1,1,Rest,04:43:00,04:43:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:24:55,0.0000000,0.0000,0.0000,0,Close
568,1,1,Rest,04:43:30,04:43:30,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:25:25,0.0000000,0.0000,0.0000,0,Close
569,1,1,Rest,04:44:00,04:44:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:25:55,0.0000000,0.0000,0.0000,0,Close
570,1,1,Rest,04:44:30,04:44:30,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:26:25,0.0000000,0.0000,0.0000,0,Close
571,1,1,Rest,04:45:00,04:45:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:26:55,0.0000000,0.0000,0.0000,0,Close
572,1,1,Rest,04:45:30,04:45:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:27:25,0.0000000,0.0000,0.0000,0,Close
573,1,1,Rest,04:46:00,04:46:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:27:55,0.0000000,0.0000,0.0000,0,Close
574,1,1,Rest,04:46:30,04:46:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:28:25,0.0000000,0.0000,0.0000,0,Close
575,1,1,Rest,04:47:00,04:47:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:28:55,0.0000000,0.0000,0.0000,0,Close
576,1,1,Rest,04:47:30,04:47:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:29:25,0.0000000,0.0000,0.0000,0,Close
577,1,1,Rest,04:48:00,04:48:00,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:29:55,0.0000000,0.0000,0.0000,0,Close
578,1,1,Rest,04:48:30,04:48:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:30:25,0.0000000,0.0000,0.0000,0,Close
579,1,1,Rest,04:49:00,04:49:00,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:30:55,0.0000000,0.0000,0.0000,0,Close
580,1,1,Rest,04:49:30,04:49:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:31:25,0.0000000,0.0000,0.0000,0,Close
581,1,1,Rest,04:50:00,04:50:00,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:31:55,0.0000000,0.0000,0.0000,0,Close
582,1,1,Rest,04:50:30,04:50:30,0.0000,2.1364,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:32:25,0.0000000,0.0000,0.0000,0,Close
583,1,1,Rest,04:51:00,04:51:00,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:32:55,0.0000000,0.0000,0.0000,0,Close
584,1,1,Rest,04:51:30,04:51:30,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:33:25,0.0000000,0.0000,0.0000,0,Close
585,1,1,Rest,04:52:00,04:52:00,0.0000,2.1363,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:33:55,0.0000000,0.0000,0.0000,0,Close
586,1,1,Rest,04:52:30,04:52:30,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:34:25,0.0000000,0.0000,0.0000,0,Close
587,1,1,Rest,04:53:00,04:53:00,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:34:55,0.0000000,0.0000,0.0000,0,Close
588,1,1,Rest,04:53:30,04:53:30,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:35:25,0.0000000,0.0000,0.0000,0,Close
589,1,1,Rest,04:54:00,04:54:00,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:35:55,0.0000000,0.0000,0.0000,0,Close
590,1,1,Rest,04:54:30,04:54:30,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:36:25,0.0000000,0.0000,0.0000,0,Close
591,1,1,Rest,04:55:00,04:55:00,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:36:55,0.0000000,0.0000,0.0000,0,Close
592,1,1,Rest,04:55:30,04:55:30,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:37:25,0.0000000,0.0000,0.0000,0,Close
593,1,1,Rest,04:56:00,04:56:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:37:55,0.0000000,0.0000,0.0000,0,Close
594,1,1,Rest,04:56:30,04:56:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:38:25,0.0000000,0.0000,0.0000,0,Close
595,1,1,Rest,04:57:00,04:57:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:38:55,0.0000000,0.0000,0.0000,0,Close
596,1,1,Rest,04:57:30,04:57:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:39:25,0.0000000,0.0000,0.0000,0,Close
597,1,1,Rest,04:58:00,04:58:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:39:55,0.0000000,0.0000,0.0000,0,Close
598,1,1,Rest,04:58:30,04:58:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:40:25,0.0000000,0.0000,0.0000,0,Close
599,1,1,Rest,04:59:00,04:59:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:40:55,0.0000000,0.0000,0.0000,0,Close
600,1,1,Rest,04:59:30,04:59:30,0.0000,2.1362,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:41:25,0.0000000,0.0000,0.0000,0,Close
601,1,1,Rest,05:00:00,05:00:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:41:55,0.0000000,0.0000,0.0000,0,Close
602,1,1,Rest,05:00:30,05:00:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:42:25,0.0000000,0.0000,0.0000,0,Close
603,1,1,Rest,05:01:00,05:01:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:42:55,0.0000000,0.0000,0.0000,0,Close
604,1,1,Rest,05:01:30,05:01:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:43:25,0.0000000,0.0000,0.0000,0,Close
605,1,1,Rest,05:02:00,05:02:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:43:55,0.0000000,0.0000,0.0000,0,Close
606,1,1,Rest,05:02:30,05:02:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:44:25,0.0000000,0.0000,0.0000,0,Close
607,1,1,Rest,05:03:00,05:03:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:44:55,0.0000000,0.0000,0.0000,0,Close
608,1,1,Rest,05:03:30,05:03:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:45:25,0.0000000,0.0000,0.0000,0,Close
609,1,1,Rest,05:04:00,05:04:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:45:55,0.0000000,0.0000,0.0000,0,Close
610,1,1,Rest,05:04:30,05:04:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:46:25,0.0000000,0.0000,0.0000,0,Close
611,1,1,Rest,05:05:00,05:05:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:46:55,0.0000000,0.0000,0.0000,0,Close
612,1,1,Rest,05:05:30,05:05:30,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:47:25,0.0000000,0.0000,0.0000,0,Close
613,1,1,Rest,05:06:00,05:06:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:47:55,0.0000000,0.0000,0.0000,0,Close
614,1,1,Rest,05:06:30,05:06:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:48:25,0.0000000,0.0000,0.0000,0,Close
615,1,1,Rest,05:07:00,05:07:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:48:55,0.0000000,0.0000,0.0000,0,Close
616,1,1,Rest,05:07:30,05:07:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:49:25,0.0000000,0.0000,0.0000,0,Close
617,1,1,Rest,05:08:00,05:08:00,0.0000,2.1361,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:49:55,0.0000000,0.0000,0.0000,0,Close
618,1,1,Rest,05:08:30,05:08:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:50:25,0.0000000,0.0000,0.0000,0,Close
619,1,1,Rest,05:09:00,05:09:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:50:55,0.0000000,0.0000,0.0000,0,Close
620,1,1,Rest,05:09:30,05:09:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:51:25,0.0000000,0.0000,0.0000,0,Close
621,1,1,Rest,05:10:00,05:10:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:51:55,0.0000000,0.0000,0.0000,0,Close
622,1,1,Rest,05:10:30,05:10:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:52:25,0.0000000,0.0000,0.0000,0,Close
623,1,1,Rest,05:11:00,05:11:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:52:55,0.0000000,0.0000,0.0000,0,Close
624,1,1,Rest,05:11:30,05:11:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:53:25,0.0000000,0.0000,0.0000,0,Close
625,1,1,Rest,05:12:00,05:12:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:53:55,0.0000000,0.0000,0.0000,0,Close
626,1,1,Rest,05:12:30,05:12:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:54:25,0.0000000,0.0000,0.0000,0,Close
627,1,1,Rest,05:13:00,05:13:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:54:55,0.0000000,0.0000,0.0000,0,Close
628,1,1,Rest,05:13:30,05:13:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:55:25,0.0000000,0.0000,0.0000,0,Close
629,1,1,Rest,05:14:00,05:14:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:55:55,0.0000000,0.0000,0.0000,0,Close
630,1,1,Rest,05:14:30,05:14:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:56:25,0.0000000,0.0000,0.0000,0,Close
631,1,1,Rest,05:15:00,05:15:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:56:55,0.0000000,0.0000,0.0000,0,Close
632,1,1,Rest,05:15:30,05:15:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:57:25,0.0000000,0.0000,0.0000,0,Close
633,1,1,Rest,05:16:00,05:16:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:57:55,0.0000000,0.0000,0.0000,0,Close
634,1,1,Rest,05:16:30,05:16:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:58:25,0.0000000,0.0000,0.0000,0,Close
635,1,1,Rest,05:17:00,05:17:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:58:55,0.0000000,0.0000,0.0000,0,Close
636,1,1,Rest,05:17:30,05:17:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:59:25,0.0000000,0.0000,0.0000,0,Close
637,1,1,Rest,05:18:00,05:18:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 20:59:55,0.0000000,0.0000,0.0000,0,Close
638,1,1,Rest,05:18:30,05:18:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:00:25,0.0000000,0.0000,0.0000,0,Close
639,1,1,Rest,05:19:00,05:19:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:00:55,0.0000000,0.0000,0.0000,0,Close
640,1,1,Rest,05:19:30,05:19:30,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:01:25,0.0000000,0.0000,0.0000,0,Close
641,1,1,Rest,05:20:00,05:20:00,0.0000,2.1360,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:01:55,0.0000000,0.0000,0.0000,0,Close
642,1,1,Rest,05:20:30,05:20:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:02:25,0.0000000,0.0000,0.0000,0,Close
643,1,1,Rest,05:21:00,05:21:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:02:55,0.0000000,0.0000,0.0000,0,Close
644,1,1,Rest,05:21:30,05:21:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:03:25,0.0000000,0.0000,0.0000,0,Close
645,1,1,Rest,05:22:00,05:22:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:03:55,0.0000000,0.0000,0.0000,0,Close
646,1,1,Rest,05:22:30,05:22:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:04:25,0.0000000,0.0000,0.0000,0,Close
647,1,1,Rest,05:23:00,05:23:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:04:55,0.0000000,0.0000,0.0000,0,Close
648,1,1,Rest,05:23:30,05:23:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:05:25,0.0000000,0.0000,0.0000,0,Close
649,1,1,Rest,05:24:00,05:24:00,0.0000,2.1358,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:05:55,0.0000000,0.0000,0.0000,0,Close
650,1,1,Rest,05:24:30,05:24:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:06:25,0.0000000,0.0000,0.0000,0,Close
651,1,1,Rest,05:25:00,05:25:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:06:55,0.0000000,0.0000,0.0000,0,Close
652,1,1,Rest,05:25:30,05:25:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:07:25,0.0000000,0.0000,0.0000,0,Close
653,1,1,Rest,05:26:00,05:26:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:07:55,0.0000000,0.0000,0.0000,0,Close
654,1,1,Rest,05:26:30,05:26:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:08:25,0.0000000,0.0000,0.0000,0,Close
655,1,1,Rest,05:27:00,05:27:00,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:08:55,0.0000000,0.0000,0.0000,0,Close
656,1,1,Rest,05:27:30,05:27:30,0.0000,2.1359,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 21:09:25,0.0000000,0.0000,0.0000,0,Close
