DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),Chg. Spec. Cap.(mAh/g),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Energy(mWh),Spec. Energy(mWh/g),Chg. Energy(mWh),Chg. Spec. Energy(mWh/g),DChg. Energy(mWh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch
2152,2,2,CC Chg,00:31:30,17:53:35,0.1406,2.2559,0.0738,26.37,0.0738,26.37,0.0000,0.00,0.1408,50.28,0.1408,50.28,0.0000,0.00,2025-11-08 10:19:32,0.0003172,0.3551,126.8308,0,Close
2153,2,2,CC Chg,00:32:00,17:54:05,0.1406,2.2590,0.075,26.79,0.0750,26.79,0.0000,0.00,0.1434,51.23,0.1434,51.23,0.0000,0.00,2025-11-08 10:20:02,0.0003177,0.3780,135.0173,0,Close
2154,2,2,CC Chg,00:32:30,17:54:35,0.1406,2.2622,0.0762,27.20,0.0762,27.20,0.0000,0.00,0.1461,52.17,0.1461,52.17,0.0000,0.00,2025-11-08 10:20:32,0.0003181,0.3662,130.7955,0,Close
2155,2,2,CC Chg,00:33:00,17:55:05,0.1406,2.2650,0.0773,27.62,0.0773,27.62,0.0000,0.00,0.1487,53.12,0.1487,53.12,0.0000,0.00,2025-11-08 10:21:02,0.0003185,0.4186,149.4855,0,Close
2156,2,2,CC Chg,00:33:30,17:55:35,0.1406,2.2679,0.0785,28.04,0.0785,28.04,0.0000,0.00,0.1514,54.07,0.1514,54.07,0.0000,0.00,2025-11-08 10:21:32,0.0003189,0.4041,144.3316,0,Close
2157,2,2,CC Chg,00:34:00,17:56:05,0.1406,2.2706,0.0797,28.46,0.0797,28.46,0.0000,0.00,0.1541,55.02,0.1541,55.02,0.0000,0.00,2025-11-08 10:22:02,0.0003193,0.4340,155.0176,0,Close
2158,2,2,CC Chg,00:34:30,17:56:35,0.1406,2.2734,0.0809,28.88,0.0809,28.88,0.0000,0.00,0.1567,55.97,0.1567,55.97,0.0000,0.00,2025-11-08 10:22:32,0.0003197,0.4185,149.4820,0,Close
2159,2,2,CC Chg,00:35:00,17:57:05,0.1406,2.2760,0.082,29.30,0.0820,29.30,0.0000,0.00,0.1594,56.92,0.1594,56.92,0.0000,0.00,2025-11-08 10:23:02,0.0003201,0.4507,160.9814,0,Close
2160,2,2,CC Chg,00:35:30,17:57:35,0.1406,2.2786,0.0832,29.72,0.0832,29.72,0.0000,0.00,0.1621,57.88,0.1621,57.88,0.0000,0.00,2025-11-08 10:23:32,0.0003204,0.4507,160.9791,0,Close
2161,2,2,CC Chg,00:36:00,17:58:05,0.1406,2.2810,0.0844,30.13,0.0844,30.13,0.0000,0.00,0.1647,58.83,0.1647,58.83,0.0000,0.00,2025-11-08 10:24:02,0.0003208,0.4883,174.3957,0,Close
2162,2,2,CC Chg,00:36:30,17:58:35,0.1406,2.2834,0.0855,30.55,0.0855,30.55,0.0000,0.00,0.1674,59.79,0.1674,59.79,0.0000,0.00,2025-11-08 10:24:32,0.0003211,0.4883,174.3957,0,Close
2163,2,2,CC Chg,00:37:00,17:59:05,0.1406,2.2858,0.0867,30.97,0.0867,30.97,0.0000,0.00,0.1701,60.74,0.1701,60.74,0.0000,0.00,2025-11-08 10:25:02,0.0003215,0.4883,174.3932,0,Close
2164,2,2,CC Chg,00:37:30,17:59:35,0.1406,2.2881,0.0879,31.39,0.0879,31.39,0.0000,0.00,0.1728,61.70,0.1728,61.70,0.0000,0.00,2025-11-08 10:25:32,0.0003218,0.5095,181.9764,0,Close
2165,2,2,CC Chg,00:38:00,18:00:05,0.1406,2.2904,0.0891,31.81,0.0891,31.81,0.0000,0.00,0.1754,62.66,0.1754,62.66,0.0000,0.00,2025-11-08 10:26:02,0.0003221,0.5095,181.9790,0,Close
2166,2,2,CC Chg,00:38:30,18:00:35,0.1406,2.2925,0.0902,32.23,0.0902,32.23,0.0000,0.00,0.1781,63.62,0.1781,63.62,0.0000,0.00,2025-11-08 10:26:32,0.0003224,0.5581,199.3093,0,Close
2167,2,2,CC Chg,00:39:00,18:01:05,0.1406,2.2946,0.0914,32.65,0.0914,32.65,0.0000,0.00,0.1808,64.58,0.1808,64.58,0.0000,0.00,2025-11-08 10:27:02,0.0003227,0.5581,199.3122,0,Close
2168,2,2,CC Chg,00:39:30,18:01:35,0.1406,2.2967,0.0926,33.06,0.0926,33.06,0.0000,0.00,0.1835,65.54,0.1835,65.54,0.0000,0.00,2025-11-08 10:27:32,0.0003230,0.5581,199.3112,0,Close
2169,2,2,CC Chg,00:40:00,18:02:05,0.1406,2.2988,0.0938,33.48,0.0938,33.48,0.0000,0.00,0.1862,66.50,0.1862,66.50,0.0000,0.00,2025-11-08 10:28:02,0.0003233,0.5581,199.3093,0,Close
2170,2,2,CC Chg,00:40:30,18:02:35,0.1406,2.3008,0.0949,33.90,0.0949,33.90,0.0000,0.00,0.1889,67.46,0.1889,67.46,0.0000,0.00,2025-11-08 10:28:32,0.0003236,0.5860,209.2738,0,Close
2171,2,2,CC Chg,00:41:00,18:03:05,0.1406,2.3029,0.0961,34.32,0.0961,34.32,0.0000,0.00,0.1916,68.42,0.1916,68.42,0.0000,0.00,2025-11-08 10:29:02,0.0003239,0.5581,199.3084,0,Close
2172,2,2,CC Chg,00:41:30,18:03:35,0.1406,2.3048,0.0973,34.74,0.0973,34.74,0.0000,0.00,0.1943,69.39,0.1943,69.39,0.0000,0.00,2025-11-08 10:29:32,0.0003241,0.6168,220.2903,0,Close
2173,2,2,CC Chg,00:42:00,18:04:05,0.1406,2.3067,0.0984,35.16,0.0984,35.16,0.0000,0.00,0.1970,70.35,0.1970,70.35,0.0000,0.00,2025-11-08 10:30:02,0.0003244,0.6168,220.2903,0,Close
2174,2,2,CC Chg,00:42:30,18:04:35,0.1406,2.3086,0.0996,35.58,0.0996,35.58,0.0000,0.00,0.1997,71.32,0.1997,71.32,0.0000,0.00,2025-11-08 10:30:32,0.0003247,0.6168,220.2882,0,Close
2175,2,2,CC Chg,00:43:00,18:05:05,0.1406,2.3105,0.1008,35.99,0.1008,35.99,0.0000,0.00,0.2024,72.29,0.2024,72.29,0.0000,0.00,2025-11-08 10:31:02,0.0003249,0.6168,220.2882,0,Close
2176,2,2,CC Chg,00:43:30,18:05:35,0.1406,2.3124,0.102,36.41,0.1020,36.41,0.0000,0.00,0.2051,73.25,0.2051,73.25,0.0000,0.00,2025-11-08 10:31:32,0.0003252,0.6168,220.2903,0,Close
2177,2,2,CC Chg,00:44:00,18:06:05,0.1406,2.3142,0.1031,36.83,0.1031,36.83,0.0000,0.00,0.2078,74.22,0.2078,74.22,0.0000,0.00,2025-11-08 10:32:02,0.0003254,0.6511,232.5265,0,Close
2178,2,2,CC Chg,00:44:30,18:06:35,0.1406,2.3160,0.1043,37.25,0.1043,37.25,0.0000,0.00,0.2105,75.19,0.2105,75.19,0.0000,0.00,2025-11-08 10:32:32,0.0003257,0.6511,232.5287,0,Close
2179,2,2,CC Chg,00:45:00,18:07:05,0.1406,2.3178,0.1055,37.67,0.1055,37.67,0.0000,0.00,0.2133,76.16,0.2133,76.16,0.0000,0.00,2025-11-08 10:33:02,0.0003260,0.6511,232.5309,0,Close
2180,2,2,CC Chg,00:45:30,18:07:35,0.1406,2.3196,0.1066,38.09,0.1066,38.09,0.0000,0.00,0.2160,77.13,0.2160,77.13,0.0000,0.00,2025-11-08 10:33:32,0.0003262,0.6511,232.5287,0,Close
2181,2,2,CC Chg,00:46:00,18:08:05,0.1406,2.3214,0.1078,38.51,0.1078,38.51,0.0000,0.00,0.2187,78.10,0.2187,78.10,0.0000,0.00,2025-11-08 10:34:02,0.0003265,0.6511,232.5309,0,Close
2182,2,2,CC Chg,00:46:30,18:08:35,0.1406,2.3232,0.109,38.92,0.1090,38.92,0.0000,0.00,0.2214,79.07,0.2214,79.07,0.0000,0.00,2025-11-08 10:34:32,0.0003267,0.6511,232.5309,0,Close
2183,2,2,CC Chg,00:47:00,18:09:05,0.1406,2.3249,0.1102,39.34,0.1102,39.34,0.0000,0.00,0.2241,80.05,0.2241,80.05,0.0000,0.00,2025-11-08 10:35:02,0.0003270,0.6894,246.2208,0,Close
2184,2,2,CC Chg,00:47:30,18:09:35,0.1406,2.3266,0.1113,39.76,0.1113,39.76,0.0000,0.00,0.2269,81.02,0.2269,81.02,0.0000,0.00,2025-11-08 10:35:32,0.0003272,0.6894,246.2208,0,Close
2185,2,2,CC Chg,00:48:00,18:10:05,0.1406,2.3283,0.1125,40.18,0.1125,40.18,0.0000,0.00,0.2296,82.00,0.2296,82.00,0.0000,0.00,2025-11-08 10:36:02,0.0003275,0.6894,246.2185,0,Close
2186,2,2,CC Chg,00:48:30,18:10:35,0.1406,2.3300,0.1137,40.60,0.1137,40.60,0.0000,0.00,0.2323,82.97,0.2323,82.97,0.0000,0.00,2025-11-08 10:36:32,0.0003277,0.6894,246.2208,0,Close
2187,2,2,CC Chg,00:49:00,18:11:05,0.1406,2.3316,0.1148,41.02,0.1148,41.02,0.0000,0.00,0.2350,83.95,0.2350,83.95,0.0000,0.00,2025-11-08 10:37:02,0.0003279,0.7325,261.6096,0,Close
2188,2,2,CC Chg,00:49:30,18:11:35,0.1406,2.3332,0.116,41.44,0.1160,41.44,0.0000,0.00,0.2378,84.92,0.2378,84.92,0.0000,0.00,2025-11-08 10:37:32,0.0003281,0.7325,261.6022,0,Close
2189,2,2,CC Chg,00:50:00,18:12:05,0.1406,2.3349,0.1172,41.85,0.1172,41.85,0.0000,0.00,0.2405,85.90,0.2405,85.90,0.0000,0.00,2025-11-08 10:38:02,0.0003284,0.6894,246.2162,0,Close
2190,2,2,CC Chg,00:50:30,18:12:35,0.1406,2.3365,0.1184,42.27,0.1184,42.27,0.0000,0.00,0.2433,86.88,0.2433,86.88,0.0000,0.00,2025-11-08 10:38:32,0.0003286,0.7325,261.6096,0,Close
2191,2,2,CC Chg,00:51:00,18:13:05,0.1406,2.3381,0.1195,42.69,0.1195,42.69,0.0000,0.00,0.2460,87.86,0.2460,87.86,0.0000,0.00,2025-11-08 10:39:02,0.0003288,0.7325,261.6047,0,Close
2192,2,2,CC Chg,00:51:30,18:13:35,0.1407,2.3397,0.1207,43.11,0.1207,43.11,0.0000,0.00,0.2487,88.83,0.2487,88.83,0.0000,0.00,2025-11-08 10:39:32,0.0003291,0.7325,261.6096,0,Close
2193,2,2,CC Chg,00:52:00,18:14:05,0.1407,2.3413,0.1219,43.53,0.1219,43.53,0.0000,0.00,0.2515,89.81,0.2515,89.81,0.0000,0.00,2025-11-08 10:40:02,0.0003293,0.7325,261.6096,0,Close
2194,2,2,CC Chg,00:52:30,18:14:35,0.1406,2.3429,0.1231,43.95,0.1231,43.95,0.0000,0.00,0.2542,90.79,0.2542,90.79,0.0000,0.00,2025-11-08 10:40:32,0.0003295,0.7325,261.6071,0,Close
2195,2,2,CC Chg,00:53:00,18:15:05,0.1406,2.3445,0.1242,44.37,0.1242,44.37,0.0000,0.00,0.2570,91.78,0.2570,91.78,0.0000,0.00,2025-11-08 10:41:02,0.0003297,0.7325,261.6096,0,Close
2196,2,2,CC Chg,00:53:30,18:15:35,0.1407,2.3461,0.1254,44.78,0.1254,44.78,0.0000,0.00,0.2597,92.76,0.2597,92.76,0.0000,0.00,2025-11-08 10:41:32,0.0003300,0.7325,261.6047,0,Close
2197,2,2,CC Chg,00:54:00,18:16:05,0.1407,2.3476,0.1266,45.20,0.1266,45.20,0.0000,0.00,0.2625,93.74,0.2625,93.74,0.0000,0.00,2025-11-08 10:42:02,0.0003302,0.7813,279.0476,0,Close
2198,2,2,CC Chg,00:54:30,18:16:35,0.1406,2.3492,0.1277,45.62,0.1277,45.62,0.0000,0.00,0.2652,94.72,0.2652,94.72,0.0000,0.00,2025-11-08 10:42:32,0.0003304,0.7325,261.6071,0,Close
2199,2,2,CC Chg,00:55:00,18:17:05,0.1406,2.3508,0.1289,46.04,0.1289,46.04,0.0000,0.00,0.2680,95.71,0.2680,95.71,0.0000,0.00,2025-11-08 10:43:02,0.0003306,0.7325,261.6096,0,Close
2200,2,2,CC Chg,00:55:30,18:17:35,0.1406,2.3524,0.1301,46.46,0.1301,46.46,0.0000,0.00,0.2707,96.69,0.2707,96.69,0.0000,0.00,2025-11-08 10:43:32,0.0003308,0.7325,261.6071,0,Close
2201,2,2,CC Chg,00:56:00,18:18:05,0.1407,2.3539,0.1313,46.88,0.1313,46.88,0.0000,0.00,0.2735,97.67,0.2735,97.67,0.0000,0.00,2025-11-08 10:44:02,0.0003311,0.7813,279.0476,0,Close
2202,2,2,CC Chg,00:56:30,18:18:35,0.1406,2.3554,0.1324,47.30,0.1324,47.30,0.0000,0.00,0.2762,98.66,0.2762,98.66,0.0000,0.00,2025-11-08 10:44:32,0.0003313,0.7813,279.0503,0,Close
2203,2,2,CC Chg,00:57:00,18:19:05,0.1406,2.3570,0.1336,47.71,0.1336,47.71,0.0000,0.00,0.2790,99.65,0.2790,99.65,0.0000,0.00,2025-11-08 10:45:02,0.0003315,0.7325,261.5997,0,Close
2204,2,2,CC Chg,00:57:30,18:19:35,0.1406,2.3586,0.1348,48.13,0.1348,48.13,0.0000,0.00,0.2818,100.63,0.2818,100.63,0.0000,0.00,2025-11-08 10:45:32,0.0003317,0.7325,261.6121,0,Close
2205,2,2,CC Chg,00:58:00,18:20:05,0.1406,2.3601,0.1359,48.55,0.1359,48.55,0.0000,0.00,0.2845,101.62,0.2845,101.62,0.0000,0.00,2025-11-08 10:46:02,0.0003319,0.7813,279.0503,0,Close
2206,2,2,CC Chg,00:58:30,18:20:35,0.1407,2.3617,0.1371,48.97,0.1371,48.97,0.0000,0.00,0.2873,102.61,0.2873,102.61,0.0000,0.00,2025-11-08 10:46:32,0.0003322,0.7325,261.6047,0,Close
2207,2,2,CC Chg,00:59:00,18:21:05,0.1406,2.3633,0.1383,49.39,0.1383,49.39,0.0000,0.00,0.2901,103.60,0.2901,103.60,0.0000,0.00,2025-11-08 10:47:02,0.0003324,0.7325,261.6071,0,Close
2208,2,2,CC Chg,00:59:30,18:21:35,0.1406,2.3649,0.1395,49.81,0.1395,49.81,0.0000,0.00,0.2928,104.59,0.2928,104.59,0.0000,0.00,2025-11-08 10:47:32,0.0003326,0.7325,261.6071,0,Close
2209,2,2,CC Chg,01:00:00,18:22:05,0.1406,2.3664,0.1406,50.23,0.1406,50.23,0.0000,0.00,0.2956,105.58,0.2956,105.58,0.0000,0.00,2025-11-08 10:48:02,0.0003328,0.7813,279.0450,0,Close
2210,2,2,CC Chg,01:00:30,18:22:35,0.1406,2.3680,0.1418,50.64,0.1418,50.64,0.0000,0.00,0.2984,106.57,0.2984,106.57,0.0000,0.00,2025-11-08 10:48:32,0.0003330,0.7325,261.6096,0,Close
2211,2,2,CC Chg,01:01:00,18:23:05,0.1406,2.3696,0.143,51.06,0.1430,51.06,0.0000,0.00,0.3012,107.56,0.3012,107.56,0.0000,0.00,2025-11-08 10:49:02,0.0003333,0.7325,261.6146,0,Close
2212,2,2,CC Chg,01:01:30,18:23:35,0.1407,2.3712,0.1441,51.48,0.1441,51.48,0.0000,0.00,0.3039,108.55,0.3039,108.55,0.0000,0.00,2025-11-08 10:49:32,0.0003335,0.7325,261.6096,0,Close
2213,2,2,CC Chg,01:02:00,18:24:05,0.1406,2.3728,0.1453,51.90,0.1453,51.90,0.0000,0.00,0.3067,109.55,0.3067,109.55,0.0000,0.00,2025-11-08 10:50:02,0.0003337,0.7325,261.6121,0,Close
2214,2,2,CC Chg,01:02:30,18:24:35,0.1407,2.3744,0.1465,52.32,0.1465,52.32,0.0000,0.00,0.3095,110.54,0.3095,110.54,0.0000,0.00,2025-11-08 10:50:32,0.0003340,0.7325,261.6096,0,Close
2215,2,2,CC Chg,01:03:00,18:25:05,0.1407,2.3759,0.1477,52.74,0.1477,52.74,0.0000,0.00,0.3123,111.53,0.3123,111.53,0.0000,0.00,2025-11-08 10:51:02,0.0003342,0.7813,279.0503,0,Close
2216,2,2,CC Chg,01:03:30,18:25:35,0.1407,2.3776,0.1488,53.16,0.1488,53.16,0.0000,0.00,0.3151,112.53,0.3151,112.53,0.0000,0.00,2025-11-08 10:51:32,0.0003344,0.6894,246.2208,0,Close
2217,2,2,CC Chg,01:04:00,18:26:05,0.1406,2.3792,0.15,53.57,0.1500,53.57,0.0000,0.00,0.3179,113.52,0.3179,113.52,0.0000,0.00,2025-11-08 10:52:02,0.0003346,0.7325,261.6096,0,Close
2218,2,2,CC Chg,01:04:30,18:26:35,0.1406,2.3808,0.1512,53.99,0.1512,53.99,0.0000,0.00,0.3207,114.52,0.3207,114.52,0.0000,0.00,2025-11-08 10:52:32,0.0003348,0.7325,261.6096,0,Close
2219,2,2,CC Chg,01:05:00,18:27:05,0.1407,2.3825,0.1524,54.41,0.1524,54.41,0.0000,0.00,0.3234,115.52,0.3234,115.52,0.0000,0.00,2025-11-08 10:53:02,0.0003351,0.6894,246.2162,0,Close
2220,2,2,CC Chg,01:05:30,18:27:35,0.1406,2.3840,0.1535,54.83,0.1535,54.83,0.0000,0.00,0.3262,116.51,0.3262,116.51,0.0000,0.00,2025-11-08 10:53:32,0.0003353,0.7813,279.0503,0,Close
2221,2,2,CC Chg,01:06:00,18:28:05,0.1406,2.3857,0.1547,55.25,0.1547,55.25,0.0000,0.00,0.3290,117.51,0.3290,117.51,0.0000,0.00,2025-11-08 10:54:02,0.0003355,0.6894,246.2208,0,Close
2222,2,2,CC Chg,01:06:30,18:28:35,0.1406,2.3874,0.1559,55.67,0.1559,55.67,0.0000,0.00,0.3318,118.51,0.3318,118.51,0.0000,0.00,2025-11-08 10:54:32,0.0003358,0.6894,246.2255,0,Close
2223,2,2,CC Chg,01:07:00,18:29:05,0.1406,2.3889,0.157,56.09,0.1570,56.09,0.0000,0.00,0.3346,119.51,0.3346,119.51,0.0000,0.00,2025-11-08 10:55:02,0.0003360,0.7813,279.0450,0,Close
2224,2,2,CC Chg,01:07:30,18:29:35,0.1406,2.3906,0.1582,56.50,0.1582,56.50,0.0000,0.00,0.3374,120.51,0.3374,120.51,0.0000,0.00,2025-11-08 10:55:32,0.0003362,0.6894,246.2208,0,Close
2225,2,2,CC Chg,01:08:00,18:30:05,0.1406,2.3923,0.1594,56.92,0.1594,56.92,0.0000,0.00,0.3402,121.51,0.3402,121.51,0.0000,0.00,2025-11-08 10:56:02,0.0003364,0.6894,246.2255,0,Close
2226,2,2,CC Chg,01:08:30,18:30:35,0.1406,2.3939,0.1606,57.34,0.1606,57.34,0.0000,0.00,0.3430,122.51,0.3430,122.51,0.0000,0.00,2025-11-08 10:56:32,0.0003367,0.7325,261.6096,0,Close
2227,2,2,CC Chg,01:09:00,18:31:05,0.1406,2.3956,0.1617,57.76,0.1617,57.76,0.0000,0.00,0.3458,123.52,0.3458,123.52,0.0000,0.00,2025-11-08 10:57:02,0.0003369,0.6894,246.2208,0,Close
2228,2,2,CC Chg,01:09:30,18:31:35,0.1406,2.3972,0.1629,58.18,0.1629,58.18,0.0000,0.00,0.3487,124.52,0.3487,124.52,0.0000,0.00,2025-11-08 10:57:32,0.0003371,0.7325,261.6047,0,Close
2229,2,2,CC Chg,01:10:00,18:32:05,0.1406,2.3990,0.1641,58.60,0.1641,58.60,0.0000,0.00,0.3515,125.52,0.3515,125.52,0.0000,0.00,2025-11-08 10:58:02,0.0003374,0.6511,232.5419,0,Close
2230,2,2,CC Chg,01:10:30,18:32:35,0.1406,2.4006,0.1652,59.02,0.1652,59.02,0.0000,0.00,0.3543,126.53,0.3543,126.53,0.0000,0.00,2025-11-08 10:58:32,0.0003376,0.7325,261.6096,0,Close
2231,2,2,CC Chg,01:11:00,18:33:05,0.1407,2.4023,0.1664,59.43,0.1664,59.43,0.0000,0.00,0.3571,127.53,0.3571,127.53,0.0000,0.00,2025-11-08 10:59:02,0.0003379,0.6894,246.2162,0,Close
2232,2,2,CC Chg,01:11:30,18:33:35,0.1406,2.4040,0.1676,59.85,0.1676,59.85,0.0000,0.00,0.3599,128.54,0.3599,128.54,0.0000,0.00,2025-11-08 10:59:32,0.0003381,0.6894,246.2185,0,Close
2233,2,2,CC Chg,01:12:00,18:34:05,0.1406,2.4057,0.1688,60.27,0.1688,60.27,0.0000,0.00,0.3627,129.55,0.3627,129.55,0.0000,0.00,2025-11-08 11:00:02,0.0003383,0.6894,246.2138,0,Close
2234,2,2,CC Chg,01:12:30,18:34:35,0.1407,2.4074,0.1699,60.69,0.1699,60.69,0.0000,0.00,0.3655,130.55,0.3655,130.55,0.0000,0.00,2025-11-08 11:00:32,0.0003386,0.6894,246.2208,0,Close
2235,2,2,CC Chg,01:13:00,18:35:05,0.1407,2.4091,0.1711,61.11,0.1711,61.11,0.0000,0.00,0.3684,131.56,0.3684,131.56,0.0000,0.00,2025-11-08 11:01:02,0.0003388,0.6894,246.2162,0,Close
2236,2,2,CC Chg,01:13:30,18:35:35,0.1406,2.4109,0.1723,61.53,0.1723,61.53,0.0000,0.00,0.3712,132.57,0.3712,132.57,0.0000,0.00,2025-11-08 11:01:32,0.0003391,0.6511,232.5353,0,Close
2237,2,2,CC Chg,01:14:00,18:36:05,0.1406,2.4126,0.1734,61.95,0.1734,61.95,0.0000,0.00,0.3740,133.58,0.3740,133.58,0.0000,0.00,2025-11-08 11:02:02,0.0003393,0.6894,246.2208,0,Close
2238,2,2,CC Chg,01:14:30,18:36:35,0.1406,2.4143,0.1746,62.36,0.1746,62.36,0.0000,0.00,0.3769,134.59,0.3769,134.59,0.0000,0.00,2025-11-08 11:02:32,0.0003395,0.6894,246.2138,0,Close
2239,2,2,CC Chg,01:15:00,18:37:05,0.1406,2.4161,0.1758,62.78,0.1758,62.78,0.0000,0.00,0.3797,135.60,0.3797,135.60,0.0000,0.00,2025-11-08 11:03:02,0.0003398,0.6511,232.5375,0,Close
2240,2,2,CC Chg,01:15:30,18:37:35,0.1406,2.4178,0.177,63.20,0.1770,63.20,0.0000,0.00,0.3825,136.61,0.3825,136.61,0.0000,0.00,2025-11-08 11:03:32,0.0003400,0.6894,246.2185,0,Close
2241,2,2,CC Chg,01:16:00,18:38:05,0.1406,2.4196,0.1781,63.62,0.1781,63.62,0.0000,0.00,0.3853,137.62,0.3853,137.62,0.0000,0.00,2025-11-08 11:04:02,0.0003403,0.6511,232.5419,0,Close
2242,2,2,CC Chg,01:16:30,18:38:35,0.1407,2.4214,0.1793,64.04,0.1793,64.04,0.0000,0.00,0.3882,138.64,0.3882,138.64,0.0000,0.00,2025-11-08 11:04:32,0.0003406,0.6511,232.5353,0,Close
2243,2,2,CC Chg,01:17:00,18:39:05,0.1406,2.4232,0.1805,64.46,0.1805,64.46,0.0000,0.00,0.3910,139.65,0.3910,139.65,0.0000,0.00,2025-11-08 11:05:02,0.0003408,0.6511,232.5353,0,Close
2244,2,2,CC Chg,01:17:30,18:39:35,0.1406,2.4250,0.1817,64.88,0.1817,64.88,0.0000,0.00,0.3939,140.67,0.3939,140.67,0.0000,0.00,2025-11-08 11:05:32,0.0003411,0.6511,232.5375,0,Close
2245,2,2,CC Chg,01:18:00,18:40:05,0.1406,2.4268,0.1828,65.29,0.1828,65.29,0.0000,0.00,0.3967,141.68,0.3967,141.68,0.0000,0.00,2025-11-08 11:06:02,0.0003413,0.6511,232.5375,0,Close
2246,2,2,CC Chg,01:18:30,18:40:35,0.1406,2.4286,0.184,65.71,0.1840,65.71,0.0000,0.00,0.3996,142.70,0.3996,142.70,0.0000,0.00,2025-11-08 11:06:32,0.0003415,0.6511,232.5397,0,Close
2247,2,2,CC Chg,01:19:00,18:41:05,0.1406,2.4305,0.1852,66.13,0.1852,66.13,0.0000,0.00,0.4024,143.71,0.4024,143.71,0.0000,0.00,2025-11-08 11:07:02,0.0003418,0.6168,220.3028,0,Close
2248,2,2,CC Chg,01:19:30,18:41:35,0.1406,2.4323,0.1863,66.55,0.1863,66.55,0.0000,0.00,0.4053,144.73,0.4053,144.73,0.0000,0.00,2025-11-08 11:07:32,0.0003421,0.6511,232.5375,0,Close
2249,2,2,CC Chg,01:20:00,18:42:05,0.1406,2.4342,0.1875,66.97,0.1875,66.97,0.0000,0.00,0.4081,145.75,0.4081,145.75,0.0000,0.00,2025-11-08 11:08:02,0.0003423,0.6169,220.3049,0,Close
2250,2,2,CC Chg,01:20:30,18:42:35,0.1406,2.4361,0.1887,67.39,0.1887,67.39,0.0000,0.00,0.4110,146.77,0.4110,146.77,0.0000,0.00,2025-11-08 11:08:32,0.0003426,0.6168,220.2966,0,Close
2251,2,2,CC Chg,01:21:00,18:43:05,0.1406,2.4379,0.1899,67.81,0.1899,67.81,0.0000,0.00,0.4138,147.79,0.4138,147.79,0.0000,0.00,2025-11-08 11:09:02,0.0003429,0.6511,232.5353,0,Close
2252,2,2,CC Chg,01:21:30,18:43:35,0.1407,2.4398,0.191,68.22,0.1910,68.22,0.0000,0.00,0.4167,148.81,0.4167,148.81,0.0000,0.00,2025-11-08 11:09:32,0.0003432,0.6169,220.3175,0,Close
2253,2,2,CC Chg,01:22:00,18:44:05,0.1407,2.4416,0.1922,68.64,0.1922,68.64,0.0000,0.00,0.4195,149.83,0.4195,149.83,0.0000,0.00,2025-11-08 11:10:02,0.0003434,0.6512,232.5573,0,Close
2254,2,2,CC Chg,01:22:30,18:44:35,0.1407,2.4436,0.1934,69.06,0.1934,69.06,0.0000,0.00,0.4224,150.86,0.4224,150.86,0.0000,0.00,2025-11-08 11:10:32,0.0003437,0.5861,209.3056,0,Close
2255,2,2,CC Chg,01:23:00,18:45:05,0.1406,2.4455,0.1945,69.48,0.1945,69.48,0.0000,0.00,0.4253,151.88,0.4253,151.88,0.0000,0.00,2025-11-08 11:11:02,0.0003439,0.6169,220.3216,0,Close
2256,2,2,CC Chg,01:23:30,18:45:35,0.1407,2.4474,0.1957,69.90,0.1957,69.90,0.0000,0.00,0.4281,152.90,0.4281,152.90,0.0000,0.00,2025-11-08 11:11:32,0.0003442,0.6169,220.3133,0,Close
2257,2,2,CC Chg,01:24:00,18:46:05,0.1407,2.4493,0.1969,70.32,0.1969,70.32,0.0000,0.00,0.4310,153.93,0.4310,153.93,0.0000,0.00,2025-11-08 11:12:02,0.0003445,0.6169,220.3175,0,Close
2258,2,2,CC Chg,01:24:30,18:46:35,0.1406,2.4513,0.1981,70.74,0.1981,70.74,0.0000,0.00,0.4339,154.95,0.4339,154.95,0.0000,0.00,2025-11-08 11:12:32,0.0003448,0.5861,209.3056,0,Close
2259,2,2,CC Chg,01:25:00,18:47:05,0.1407,2.4532,0.1992,71.15,0.1992,71.15,0.0000,0.00,0.4367,155.98,0.4367,155.98,0.0000,0.00,2025-11-08 11:13:02,0.0003450,0.6169,220.3216,0,Close
2260,2,2,CC Chg,01:25:30,18:47:35,0.1407,2.4552,0.2004,71.57,0.2004,71.57,0.0000,0.00,0.4396,157.01,0.4396,157.01,0.0000,0.00,2025-11-08 11:13:32,0.0003453,0.5861,209.3056,0,Close
2261,2,2,CC Chg,01:26:00,18:48:05,0.1407,2.4572,0.2016,71.99,0.2016,71.99,0.0000,0.00,0.4425,158.04,0.4425,158.04,0.0000,0.00,2025-11-08 11:14:02,0.0003456,0.5860,209.2937,0,Close
2262,2,2,CC Chg,01:26:30,18:48:35,0.1406,2.4592,0.2027,72.41,0.2027,72.41,0.0000,0.00,0.4454,159.06,0.4454,159.06,0.0000,0.00,2025-11-08 11:14:32,0.0003459,0.5861,209.3056,0,Close
